session.code,participant.code,session_type,session_discount,d_n_dutch_irrational_bid,d_round_dutch_irrational_bid,d_n_dutch_predicted_win,d_diff_dutch_predicted_win,d_round_dutch_predicted_win,d_n_dutch_predicted_lose,d_round_dutch_predicted_lose,d_n_dutch_lucky_win,d_diff_dutch_lucky_win,d_round_dutch_lucky_win,d_n_dutch_greedy_lose,d_diff_dutch_greedy_lose,d_round_dutch_greedy_lose,h_n_dutch_irrational_bid,h_round_dutch_irrational_bid,h_n_dutch_predicted_win,h_diff_dutch_predicted_win,h_round_dutch_predicted_win,h_n_dutch_predicted_lose,h_round_dutch_predicted_lose,h_n_dutch_lucky_win,h_diff_dutch_lucky_win,h_round_dutch_lucky_win,h_n_dutch_greedy_lose,h_diff_dutch_greedy_lose,h_round_dutch_greedy_lose,h_n_contest_correct_bid,h_round_contest_correct_bid,h_n_contest_correct_leave,h_round_contest_correct_leave,h_n_contest_irrational,h_round_contest_irrational,h_n_contest_regret,h_diff_contest_regret,h_round_contest_regret,h_n_english_irrational,h_diff_english_irrational,h_round_english_irrational,h_n_english_correct,h_diff_english_correct,h_round_english_correct
w4lqxa01,y93878sx,05_D1H2,0.019,0,[],5,"[-2.4292210400000016, -2.2617343599999984, -3.5953266100000008, -1.0949294999999992, -0.9288979800000021]","[14, 18, 26, 28, 29]",23,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 30]",0,[],[],0,[],[],0,[],2,"[-2.6358039200000007, 13.0]","[23, 24]",22,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 25, 26, 28, 30]",1,[5.70597051],[29],3,"[4.172331419999999, 2.2745794249999998, 2.0]","[12, 16, 27]",12,"[4, 5, 7, 12, 13, 16, 19, 23, 24, 26, 27, 29]",15,"[3, 6, 8, 9, 10, 11, 14, 15, 17, 18, 20, 21, 22, 25, 30]",0,[],1,[1],[28],1,[-1],[7],11,"[0, 0, 0, 2, 0, 1, 8, 3, 6, 5, 0]","[4, 5, 12, 13, 16, 19, 23, 24, 26, 27, 29]"
w4lqxa01,9x5w27px,05_D1H2,0.019,0,[],6,"[-1.9256678799999989, -2.0956765899999965, -2.2624508500000005, -1.5953266100000008, -0.4292210400000016, -0.4292210400000016]","[7, 8, 16, 17, 20, 29]",20,"[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 18, 19, 21, 22, 24, 25, 26, 27, 28, 30]",1,[-0.5917324700000002],[23],1,[3.40826753],[15],0,[],7,"[2.442371640000001, 3.0, -0.2940294899999998, 2.0, 2.0, 1.916103790000001, 2.70597051]","[7, 11, 15, 17, 20, 24, 25]",18,"[4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 19, 21, 23, 26, 27, 28, 29, 30]",2,"[-5.285084489999999, -0.5567990099999989]","[3, 18]",1,[2.0],[22],15,"[3, 7, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 29]",12,"[4, 5, 6, 8, 9, 10, 13, 19, 23, 27, 28, 30]",1,[16],0,[],[],6,"[-1, -1, -2, -1, -1, -1]","[3, 12, 16, 20, 21, 26]",10,"[8, 15, 0, 2, 20, 0, 8, 16, 11, 0]","[7, 11, 14, 15, 17, 18, 22, 24, 25, 29]"
w4lqxa01,hnai8u6g,05_D1H2,0.019,0,[],4,"[-2.092607860000001, 4.23788528, -2.761300239999997, -1.4285332899999972]","[18, 22, 24, 30]",20,"[4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23, 26, 27, 28, 29]",2,"[-6.428533289999997, 6.5723582600000015]","[3, 25]",2,"[2.9043234100000035, 2.571466710000003]","[6, 9]",0,[],0,[],[],20,"[3, 4, 5, 6, 7, 9, 10, 11, 15, 17, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30]",1,[2.2131015099999995],[27],7,"[0.7059705100000002, 1.36746357, 2.70597051, 6.70597051, 18.82866495, 3.0961375500000017, 3.0888975300000006]","[8, 12, 13, 14, 16, 18, 26]",13,"[3, 8, 12, 13, 14, 16, 18, 20, 25, 26, 27, 28, 29]",15,"[4, 5, 6, 7, 9, 10, 11, 15, 17, 19, 21, 22, 23, 24, 30]",0,[],0,[],[],2,"[-1, -1]","[20, 29]",11,"[0, 11, 0, 12, 10, 6, 5, 0, 0, 0, 0]","[3, 8, 12, 13, 14, 16, 18, 25, 26, 27, 28]"
w4lqxa01,9zlshhag,05_D1H2,0.019,0,[],6,"[-5.261734359999998, -4.928897980000002, -6.094929499999999, -3.9281182799999996, -3.428533289999997, -4.928897980000002]","[8, 12, 14, 15, 24, 27]",20,"[3, 4, 5, 7, 9, 10, 11, 13, 16, 17, 18, 20, 21, 22, 23, 25, 26, 28, 29, 30]",2,"[-5.4276417399999985, -2.7621147199999996]","[6, 19]",0,[],[],0,[],3,"[7.70597051, -6.285084489999999, 3.916103790000001]","[5, 22, 25]",19,"[3, 4, 6, 7, 8, 10, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 30]",3,"[-0.07060474000000028, 9.70597051, 2.498851290000001]","[12, 18, 28]",3,"[2.1790883900000004, 1.916103790000001, 0.561739750000001]","[9, 11, 29]",13,"[4, 5, 7, 9, 11, 12, 18, 22, 25, 26, 27, 28, 29]",15,"[3, 6, 8, 10, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 30]",0,[],0,[],[],1,[-1],[26],12,"[2, 16, 0, 4, 1, 0, 1, 3, 18, 0, 0, 0]","[4, 5, 7, 9, 11, 12, 18, 22, 25, 27, 28, 29]"
5m969a1u,k0p1qgcr,02_D1H2,0.009,0,[],6,"[-4.29362364, -8.292389450000002, -10.07394949, -5.49260825, 2.818444020000001, -4.343004359999998]","[7, 8, 9, 10, 12, 17]",9,"[3, 5, 6, 11, 13, 15, 18, 19, 20]",3,"[-7.181555979999999, -2.29362364, -4.598667939999999]","[4, 14, 16]",0,[],[],0,[],1,[11.0],[10],9,"[3, 5, 6, 9, 11, 12, 13, 17, 20]",1,[4.894488663],[14],7,"[3.0, 2.630255904, 0.18159702099999997, 0.088063334, 2.872507497, 0.487691734, 4.188060608]","[4, 7, 8, 15, 16, 18, 19]",15,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]",2,"[6, 20]",0,[],1,[2],[17],0,[],[],15,"[0, 8, 0, 18, 23, 0, 21, 0, 0, 0, 0, 0, 0, 9, 2]","[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]"
5m969a1u,oxm5vtpc,02_D1H2,0.009,0,[],6,"[9.15833568, -1.3936758280000001, -0.0469179190000002, 5.98562729, -1.3597330700000008, 2.5713037000000014]","[4, 5, 12, 14, 17, 18]",12,"[3, 6, 7, 8, 9, 10, 11, 13, 15, 16, 19, 20]",0,[],[],0,[],[],0,[],7,"[4.99799329, 6.0, 5.99799329, 11.0, -0.658614058, -0.25589235899999996, 3.5132450979999996]","[5, 6, 8, 13, 14, 17, 19]",6,"[3, 7, 10, 12, 16, 20]",4,"[-0.911936666, 0.4378121049999999, 4.894488663, 0.938820615]","[4, 9, 15, 18]",1,[6.0],[11],17,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],1,[10],[3],1,[-1],[4],16,"[25, 3, 8, 22, 1, 9, 13, 7, 7, 5, 0, 1, 8, 1, 12, 0]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
5m969a1u,skq2nv16,02_D1H2,0.009,0,[],8,"[2.3521745600000017, 1.98562729, -0.8693091669999999, -2.4804790200000006, -5.84166432, -7.22010083, -3.0564361499999997, -6.598667939999999]","[3, 6, 10, 11, 13, 15, 17, 20]",9,"[4, 5, 8, 9, 12, 14, 16, 18, 19]",1,[-2.2124213040000003],[7],0,[],[],0,[],5,"[3.0, -3.718773864, 10.0, 4.188060608, -3.127492503]","[3, 5, 7, 19, 20]",2,"[12, 16]",6,"[2.55465343, -6.817443974, -6.718773864, -2.911863145, -0.46253049899999965, -0.911936666]","[4, 6, 8, 10, 11, 18]",5,"[0.088063334, 11.0, 9.25188264, 0.594213889, 4.0]","[9, 13, 14, 15, 17]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],1,[2],[12],1,[-1],[18],16,"[39, 1, 7, 1, 43, 1, 0, 1, 2, 3, 11, 5, 8, 3, 25, 12]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]"
5m969a1u,1bqee54e,02_D1H2,0.009,0,[],11,"[-10.25330199, -5.133952853, -3.748357845, 0.021458282999999856, -0.9521277069999998, -2.2820486210000004, -4.927030349999999, -5.359733070000001, -4.887039390000002, -1.8134607850000002, -2.1339528530000003]","[3, 6, 7, 10, 11, 12, 13, 14, 15, 19, 20]",5,"[4, 5, 16, 17, 18]",2,"[-7.598667939999999, -5.647825439999998]","[8, 9]",0,[],[],0,[],6,"[3.993468517, -0.4867549020000004, 2.393268042, 5.25188264, 3.5846951770000004, -1.018803207]","[3, 5, 9, 12, 13, 16]",5,"[6, 7, 11, 19, 20]",4,"[-2.292952934, 0.8944886629999997, 0.5374695010000003, -0.40578611099999995]","[8, 15, 17, 18]",3,"[1.2588398239999998, 3.0084806110000004, 0.039544973]","[4, 10, 14]",16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20]",1,[19],0,[],1,[2],[14],2,"[-1, -3]","[7, 20]",14,"[15, 2, 8, 1, 1, 27, 21, 1, 34, 28, 1, 3, 1, 1]","[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]"
5m969a1u,5sdohpjb,02_D1H2,0.009,0,[],7,"[-13.35973307, -5.598667939999999, -7.343004359999998, 1.2369896000000011, -9.84823016, -7.921510699999999, -3.4286962999999986]","[3, 6, 7, 8, 15, 18, 19]",7,"[9, 10, 11, 12, 13, 14, 17]",4,"[-5.674274905000001, -9.22010083, -5.282048621, -11.927030349999999]","[4, 5, 16, 20]",0,[],[],0,[],7,"[0.7843822810000001, -1.8174439740000001, 3.25188264, 7.0, 4.0, 0.7041627460000002, 0.7041627460000002]","[5, 9, 12, 16, 17, 19, 20]",6,"[3, 4, 6, 8, 15, 18]",5,"[-3.760423237, -5.091074651, 2.181597021, 3.407717303, -2.018803207]","[7, 10, 11, 13, 14]",0,[],[],14,"[5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",2,"[8, 15]",1,[4],1,[24],[3],2,"[-3, -7]","[4, 7]",13,"[23, 11, 8, 0, 0, 15, 1, 2, 16, 3, 14, 16, 3]","[5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]"
5m969a1u,365e4ldq,02_D1H2,0.009,0,[],9,"[2.7076105499999983, -3.6184832999999994, -3.921510699999999, -5.05643615, -3.4804790200000006, -8.921510699999999, -3.4804790200000006, -4.598667939999999, -5.84166432]","[3, 10, 11, 12, 13, 15, 16, 19, 20]",8,"[4, 5, 6, 7, 8, 9, 14, 18]",1,[-5.49850176],[17],0,[],[],0,[],0,[],[],6,"[5, 8, 10, 12, 13, 20]",0,[],[],12,"[6.0, 6.393268042, 6.0, 12.0, 0.239576763, 4.25188264, 2.182556026, 10.55465343, 3.181597021, 1.2588398239999998, 7.993468517, 0.2812261359999999]","[3, 4, 6, 7, 9, 11, 14, 15, 16, 17, 18, 19]",17,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[5],0,[],0,[],[],1,[-1],[20],16,"[9, 28, 1, 46, 1, 2, 9, 14, 1, 0, 16, 14, 1, 3, 22, 0]","[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
5m969a1u,efi1qtrz,02_D1H2,0.009,0,[],5,"[-1.07268513, -1.0739494900000004, -0.13395285300000026, -4.49850176, -6.763010399999999]","[5, 6, 9, 13, 18]",11,"[3, 7, 8, 10, 11, 12, 15, 16, 17, 19, 20]",0,[],[],2,"[3.3521745600000017, 0.50739175]","[4, 14]",1,[8],6,"[-1.6067319580000001, -1.818402979, 1.0, 0.6814390800000005, -2.006531483, -2.606731958]","[6, 11, 12, 13, 15, 20]",5,"[5, 9, 14, 17, 19]",6,"[2.5846951770000004, 0.5374695010000003, -6.562187895, -5.127492503, -3.718773864, -6.061179385]","[3, 4, 7, 10, 16, 18]",0,[],[],13,"[3, 4, 5, 6, 7, 10, 11, 12, 13, 15, 16, 18, 20]",1,[9],1,[8],3,"[2, 2, 1]","[14, 17, 19]",2,"[-1, -1]","[5, 8]",12,"[0, 0, 2, 0, 0, 3, 17, 18, 25, 1, 1, 1]","[3, 4, 6, 7, 10, 11, 12, 13, 15, 16, 18, 20]"
5m969a1u,nslbuzjj,02_D1H2,0.009,0,[],9,"[-12.887039390000002, -5.618483299999999, -4.07268513, 2.130690833, 2.251642155, -2.7907465500000015, -3.3597330700000008, -5.618483299999999, 2.70637636]","[4, 5, 8, 9, 11, 14, 16, 18, 19]",8,"[3, 6, 7, 12, 13, 15, 17, 20]",0,[],[],1,[0.021458282999999856],[10],0,[],8,"[3.0, -2.911863145, 2.188454623, 7.99799329, 8.407717303, 1.6302559040000002, 4.537469501, 0.84655185]","[3, 4, 6, 11, 16, 17, 19, 20]",3,"[5, 14, 18]",1,[-1.731482164],[12],6,"[0.459787808, 8.0, 5.008480611, 9.25188264, 6.0, 4.407717303]","[7, 8, 9, 10, 13, 15]",17,"[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],1,[7],[7],0,[],[],17,"[41, 4, 7, 21, 36, 15, 14, 29, 3, 14, 3, 10, 15, 25, 2, 3, 21]","[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
hie4719f,k64wrhu2,05_D1H2,0.009,0,[],4,"[-6.172176579999999, -1.7925730999999985, -0.07476207999999929, -3.3532001200000003]","[6, 14, 25, 28]",24,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 29, 30]",0,[],[],0,[],[],0,[],0,[],[],18,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 20, 23, 25, 27, 28, 29]",0,[],[],10,"[0.13475276000000136, 5.0, 3.3313300099999985, 5.406400619999999, 2.0, 2.0, 8.0, 3.0, 3.0, 6.172598529999998]","[10, 13, 17, 18, 19, 21, 22, 24, 26, 30]",14,"[9, 10, 12, 13, 14, 17, 18, 19, 21, 22, 24, 25, 26, 30]",14,"[3, 4, 5, 6, 7, 8, 11, 15, 16, 20, 23, 27, 28, 29]",0,[],0,[],[],4,"[-2, -1, -1, -1]","[12, 14, 26, 30]",10,"[0, 1, 14, 9, 12, 1, 0, 14, 0, 0]","[9, 10, 13, 17, 18, 19, 21, 22, 24, 25]"
hie4719f,oxzph04r,05_D1H2,0.009,0,[],2,"[-7.61345146, -6.43411279]","[19, 25]",26,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],3,"[-1.5935993800000006, 3.0, 1.0]","[16, 18, 28]",16,"[3, 5, 6, 7, 11, 12, 14, 15, 19, 20, 21, 22, 25, 26, 29, 30]",1,[-1.4992402300000016],[13],8,"[2.0, 3.0, 1.6787742899999998, 0.13475276000000136, 5.95192243, 2.0, 2.0, 13.0]","[4, 8, 9, 10, 17, 23, 24, 27]",13,"[4, 8, 9, 10, 12, 13, 16, 17, 18, 23, 24, 27, 28]",14,"[3, 5, 6, 7, 11, 15, 19, 20, 21, 22, 25, 26, 29, 30]",0,[],1,[2],[14],0,[],[],13,"[2, 6, 1, 1, 1, 1, 5, 1, 1, 16, 4, 8, 1]","[4, 8, 9, 10, 12, 13, 16, 17, 18, 23, 24, 27, 28]"
hie4719f,53mxc9ro,05_D1H2,0.009,1,[3],5,"[-8.971483030000002, -7.971483030000002, -7.971483030000002, -7.61345146, -7.971483030000002]","[5, 9, 11, 24, 27]",21,"[4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 28, 29, 30]",1,[-8.07476208],[20],0,[],[],0,[],8,"[2.0, -3.0480775700000002, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[5, 6, 7, 19, 21, 23, 24, 25]",15,"[3, 8, 9, 10, 11, 13, 14, 15, 16, 17, 20, 26, 27, 28, 30]",4,"[-6.683932220000001, -6.1000853500000005, -6.389559389999999, 1.593459469999999]","[12, 18, 22, 29]",1,[2.0],[4],15,"[5, 6, 7, 12, 13, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29]",12,"[3, 8, 9, 10, 11, 14, 15, 16, 17, 20, 28, 30]",0,[],1,[22],[4],3,"[-2, -4, -1]","[12, 18, 27]",12,"[16, 5, 15, 5, 9, 1, 0, 1, 3, 11, 1, 0]","[5, 6, 7, 13, 19, 21, 22, 23, 24, 25, 26, 29]"
hie4719f,x6yere8h,05_D1H2,0.009,2,"[4, 13]",2,"[-5.328688489999998, -6.8947383900000005]","[20, 22]",24,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],2,"[2.0, 4.0]","[4, 30]",19,"[3, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 19, 22, 23, 25, 27, 28, 29]",6,"[-3.4992402300000016, -6.6686699900000015, -3.80440441, -7.1091716, 0.5934594699999991, -7.1091716]","[10, 14, 17, 20, 24, 26]",1,[2.0],[21],9,"[4, 10, 14, 17, 20, 21, 24, 26, 30]",18,"[3, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 19, 22, 25, 27, 28, 29]",1,[23],0,[],[],6,"[-1, -1, -1, -2, -1, -2]","[14, 17, 20, 23, 24, 26]",4,"[8, 0, 6, 19]","[4, 10, 21, 30]"
hie4719f,15prj7to,05_D1H2,0.009,0,[],6,"[-6.328688489999998, -4.074762079999999, -2.9714830300000017, -3.9908862099999993, -4.7925730999999985, -2.7925730999999985]","[7, 8, 10, 16, 21, 22]",22,"[3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],3,"[2.0, 6.0, 3.5007597699999984]","[5, 9, 11]",17,"[4, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 30]",2,"[0.8637860500000016, -0.6839322200000009]","[8, 27]",6,"[3.0, 1.0, 2.3237352199999997, 2.0, 1.0, 3.0]","[3, 20, 23, 26, 28, 29]",16,"[3, 4, 5, 8, 9, 11, 14, 18, 20, 21, 23, 24, 26, 27, 28, 29]",12,"[6, 7, 10, 12, 13, 15, 16, 17, 19, 22, 25, 30]",0,[],0,[],[],2,"[-2, -2]","[4, 18]",14,"[11, 21, 2, 1, 3, 5, 5, 0, 1, 0, 13, 0, 1, 12]","[3, 5, 8, 9, 11, 14, 20, 21, 23, 24, 26, 27, 28, 29]"
hie4719f,tzmrjesq,05_D1H2,0.009,0,[],5,"[-6.7925730999999985, -4.971483030000002, -6.254551569999997, -4.971483030000002, -4.8947383900000005]","[12, 14, 17, 19, 26]",23,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 18, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],2,"[7.0, 3.0]","[15, 27]",20,"[4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 30]",1,[0.4941407099999999],[28],5,"[7.593459469999999, 0.8637860500000016, 0.13475276000000136, 3.0, 2.0]","[3, 8, 22, 26, 29]",14,"[3, 4, 6, 8, 9, 14, 15, 17, 19, 22, 26, 27, 28, 29]",13,"[7, 10, 11, 12, 13, 16, 18, 20, 21, 23, 24, 25, 30]",0,[],1,[1],[5],0,[],[],14,"[16, 1, 1, 1, 1, 0, 13, 0, 1, 2, 5, 13, 0, 12]","[3, 4, 6, 8, 9, 14, 15, 17, 19, 22, 26, 27, 28, 29]"
hie4719f,3yrhqskd,05_D1H2,0.009,8,"[3, 5, 6, 7, 8, 12, 13, 29]",7,"[-4.971483030000002, -7.7925730999999985, -7.43411279, -4.345980659999999, -4.7925730999999985, -4.7925730999999985, -3.791675439999999]","[15, 18, 21, 23, 24, 26, 28]",13,"[4, 9, 10, 11, 14, 16, 17, 19, 20, 22, 25, 27, 30]",0,[],[],0,[],[],0,[],4,"[2.0, 3.0, 2.0, -1.8652472399999986]","[7, 10, 23, 25]",18,"[3, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 26, 27, 28, 29]",2,"[0.8637860500000016, -4.223429039999999]","[8, 19]",4,"[5.593459469999999, 3.0, 0.8637860500000016, 5.45586823]","[4, 22, 24, 30]",12,"[4, 7, 8, 10, 11, 19, 21, 22, 23, 24, 25, 30]",15,"[5, 6, 9, 12, 13, 14, 15, 16, 17, 18, 20, 26, 27, 28, 29]",0,[],1,[7],[3],1,[-2],[11],11,"[2, 16, 8, 6, 0, 1, 8, 11, 3, 10, 3]","[4, 7, 8, 10, 19, 21, 22, 23, 24, 25, 30]"
hie4719f,dzx35q8q,05_D1H2,0.009,0,[],3,"[-5.43411279, -7.43411279, -5.43411279]","[4, 15, 17]",24,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",1,[-3.7925730999999985],[30],0,[],[],0,[],0,[],[],16,"[4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 21, 24, 25, 26, 29]",2,"[-4.683932220000001, -6.3931804]","[3, 22]",10,"[6.0, 7.0, 11.0, 3.0, 3.0, 3.0, 3.0, 10.863786050000002, 14.134752760000001, 12.67877429]","[9, 12, 17, 18, 19, 20, 23, 27, 28, 30]",15,"[3, 9, 12, 15, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 30]",12,"[5, 6, 7, 8, 10, 11, 13, 14, 16, 25, 26, 29]",0,[],1,[1],[4],2,"[-1, -1]","[3, 22]",13,"[4, 15, 8, 8, 9, 15, 16, 1, 1, 2, 0, 19, 8]","[9, 12, 15, 17, 18, 19, 20, 21, 23, 24, 27, 28, 30]"
hie4719f,cumhsm9n,05_D1H2,0.009,0,[],4,"[-7.150186490000003, -6.074762079999999, -0.7916754399999988, -4.328688489999998]","[16, 18, 23, 30]",23,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29]",1,[-5.809321709999999],[11],0,[],[],0,[],2,"[3.0, 7.0]","[3, 4]",17,"[5, 6, 7, 12, 13, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29]",1,[0.4941407099999999],[30],8,"[3.0, 4.863786050000002, 3.0, 2.0534019299999997, 2.0, 2.67877429, 1.5007597699999984, 3.0]","[8, 9, 10, 11, 14, 15, 22, 23]",17,"[3, 4, 6, 8, 9, 10, 11, 14, 15, 16, 17, 22, 23, 24, 26, 29, 30]",11,"[5, 7, 12, 13, 18, 19, 20, 21, 25, 27, 28]",0,[],0,[],[],1,[-1],[6],16,"[9, 13, 11, 11, 5, 1, 12, 1, 2, 1, 1, 1, 1, 0, 0, 0]","[3, 4, 8, 9, 10, 11, 14, 15, 16, 17, 22, 23, 24, 26, 29, 30]"
hie4719f,huqhsck9,05_D1H2,0.009,0,[],4,"[-3.791675439999999, -7.254551569999997, -7.074762079999999, -5.990886209999999]","[9, 10, 27, 29]",24,"[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30]",0,[],[],0,[],[],0,[],5,"[-5.389559389999999, 2.0, 2.0, 2.0, 1.0]","[6, 11, 12, 16, 20]",15,"[3, 4, 5, 7, 8, 10, 18, 19, 22, 23, 24, 25, 27, 28, 30]",8,"[-5.97255348, -3.7741018100000012, -3.7741018100000012, -6.827401470000002, -3.3931804000000003, -1.5935993800000006, -5.223429039999999, -4.499240230000002]","[9, 13, 14, 15, 17, 21, 26, 29]",0,[],[],13,"[6, 9, 11, 12, 13, 14, 15, 16, 17, 20, 21, 26, 29]",14,"[4, 5, 7, 8, 10, 18, 19, 22, 23, 24, 25, 27, 28, 30]",0,[],1,[1],[3],2,"[-4, -1]","[9, 15]",11,"[0, 24, 15, 4, 0, 22, 0, 1, 0, 0, 0]","[6, 11, 12, 13, 14, 16, 17, 20, 21, 26, 29]"
btnhfeao,k9mr5w86,05_D2H1,0.019,0,[],6,"[-2.7602179400000004, -1.5953266100000008, 0.9043234100000035, -3.2617343599999984, -2.2617343599999984, -1.7602179400000004]","[7, 10, 12, 15, 16, 17]",19,"[3, 4, 5, 6, 8, 9, 11, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",0,[],[],0,[],[],0,[],2,"[5.714915510000001, 6.96990332]","[4, 5]",16,"[6, 8, 9, 10, 12, 13, 15, 16, 17, 19, 20, 21, 24, 25, 26, 27]",1,[4.096137550000002],[3],6,"[14.916103790000001, 4.096137550000002, 3.0, 3.70597051, 1.172331419999999, 2.9022441999999984]","[7, 11, 14, 18, 22, 23]",14,"[3, 4, 5, 7, 10, 11, 13, 14, 15, 18, 22, 23, 24, 27]",9,"[6, 9, 12, 17, 19, 20, 21, 25, 26]",0,[],2,"[1, 3]","[8, 16]",2,"[-16, -1]","[11, 13]",12,"[2, 6, 20, 11, 1, 4, 1, 2, 0, 0, 6, 0]","[3, 4, 5, 7, 10, 14, 15, 18, 22, 23, 24, 27]"
btnhfeao,3nzslq4p,05_D2H1,0.019,0,[],6,"[-5.093949469999998, -4.76211472, -1.7621147199999996, -4.928897980000002, -2.2608001500000015, -1.9256678799999989]","[5, 9, 11, 18, 21, 25]",18,"[3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 22, 23, 24, 26, 27]",1,[-1.9288979800000021],[20],0,[],[],0,[],4,"[2.1790883900000004, -0.2940294899999998, -7.097755800000002, 2.0]","[12, 15, 16, 20]",10,"[4, 5, 6, 8, 9, 10, 13, 17, 18, 27]",7,"[-6.188261150000001, 1.442371640000001, -4.911102469999999, -7.635803920000001, -5.738834700000002, -3.0124555199999996, -6.738834700000002]","[7, 14, 19, 21, 22, 23, 25]",4,"[9.96990332, 2.916103790000001, 6.07780432, 2.36746357]","[3, 11, 24, 26]",19,"[3, 4, 5, 6, 7, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",6,"[8, 9, 10, 13, 17, 27]",0,[],0,[],[],6,"[-1, -3, -1, -1, -1, -1]","[4, 5, 18, 21, 22, 25]",13,"[15, 1, 0, 1, 13, 0, 9, 3, 0, 0, 0, 0, 0]","[3, 6, 7, 11, 12, 14, 15, 16, 19, 20, 23, 24, 26]"
